"Chimp","Partner","Condition","Session","Trial_New","nr","Food","Subject_1","Partner_2","Subject_3","Strong_Evidence_Subject","Strong_Evidence_Partner"
"Bwambale","Namukisa","Subject +, Partner +",1,"Filler_PC4",5,"Back",NA,"Back",NA,NA,"Back"
"Bwambale","Namukisa","Subject +, Partner +",1,"Filler_PE1",5,"Back",NA,"Back","Back",NA,"Back"
"Bwambale","Namukisa","Subject +, Partner +",1,"Filler_PE2",5,"Back",NA,"Back","Back",NA,"Back"
"Bwambale","Namukisa","Subject +, Partner +",1,"Filler_PE3",5,"Back",NA,"Back","Front",NA,"Back"
"Bwambale","Namukisa","Subject +, Partner +",1,"Filler_PE4",5,"Front",NA,"Front","Front",NA,"Front"
"Bwambale","Namukisa","Subject +, Partner +",1,"Trial_1",5,"Front","Front","Back","Front","Front","Back"
"Bwambale","Namukisa","Subject +, Partner +",1,"Trial_2",5,"Front","Front","Back","Front","Front","Back"
"Bwambale","Namukisa","Subject +, Partner +",1,"Trial_3",5,"Back","Back","Front","Back","Back","Front"
"Bwambale","Namukisa","Subject +, Partner +",1,"Trial_4",5,"Back","Back","Front","Back","Back","Front"
"Bwambale","Namukisa","Subject +, Partner +",1,"Trial_5",5,"Front","Front","Back","Front","Front","Back"
"Bwambale","Namukisa","Subject +, Partner +",1,"Trial_6",5,"Back","Front","Back","Front","Back","Front"
"Bwambale","Namukisa","Subject +, Partner +",1,"Trial_7",5,"Back","Back","Front","Back","Back","Front"
"Bwambale","Namukisa","Subject +, Partner +",1,"Trial_8",5,"Front","Back","Front","Back","Front","Back"
"Bwambale","Namukisa","Subject +, Partner -",4,"Filler_PC1",5,"Back",NA,"Back",NA,NA,"Back"
"Bwambale","Namukisa","Subject +, Partner -",4,"Filler_PC2",5,"Front",NA,"Front",NA,NA,"Front"
"Bwambale","Namukisa","Subject +, Partner -",4,"Filler_PC3",5,"Back",NA,"Back",NA,NA,"Back"
"Bwambale","Namukisa","Subject +, Partner -",4,"Filler_PC4",5,"Back",NA,"Back",NA,NA,"Back"
"Bwambale","Namukisa","Subject +, Partner -",4,"Filler_PE1",5,"Front",NA,"Front","Front",NA,"Front"
"Bwambale","Namukisa","Subject +, Partner -",4,"Filler_PE2",5,"Back",NA,"Back","Back",NA,"Back"
"Bwambale","Namukisa","Subject +, Partner -",4,"Filler_PE3",5,"Front",NA,"Front","Front",NA,"Front"
"Bwambale","Namukisa","Subject +, Partner -",4,"Filler_PE4",5,"Back",NA,"Back","Back",NA,"Back"
"Bwambale","Namukisa","Subject +, Partner -",4,"Trial_1",5,"Back","Back","Front","Back","Back","None"
"Bwambale","Namukisa","Subject +, Partner -",4,"Trial_2",5,"Back","Back","Front","Back","Back","None"
"Bwambale","Namukisa","Subject +, Partner -",4,"Trial_3",5,"Front","Front","Back","Front","Front","None"
"Bwambale","Namukisa","Subject +, Partner -",4,"Trial_4",5,"Front","Front","Back","Front","Front","None"
"Bwambale","Namukisa","Subject +, Partner -",4,"Trial_5",5,"Back","Back","Front","Back","Back","None"
"Bwambale","Namukisa","Subject +, Partner -",4,"Trial_6",5,"Front","Front","Back","Front","Front","None"
"Bwambale","Namukisa","Subject +, Partner -",4,"Trial_7",5,"Front","Front","Back","Front","Front","None"
"Bwambale","Namukisa","Subject +, Partner -",4,"Trial_8",5,"Back","Back","Front","Back","Back","None"
"Bwambale","Namukisa","Subject -, Partner +",3,"Filler_PC1",5,"Front",NA,"Front",NA,NA,"Front"
"Bwambale","Namukisa","Subject -, Partner +",3,"Filler_PC2",5,"Back",NA,"Back",NA,NA,"Back"
"Bwambale","Namukisa","Subject -, Partner +",3,"Filler_PC3",5,"Front",NA,"Front",NA,NA,"Front"
"Bwambale","Namukisa","Subject -, Partner +",3,"Filler_PC4",5,"Back",NA,"Back",NA,NA,"Back"
"Bwambale","Namukisa","Subject -, Partner +",3,"Filler_PE1",5,"Back",NA,"Back","Back",NA,"Back"
"Bwambale","Namukisa","Subject -, Partner +",3,"Filler_PE2",5,"Front",NA,"Front","Front",NA,"Front"
"Bwambale","Namukisa","Subject -, Partner +",3,"Filler_PE3",5,"Back",NA,"Back","Back",NA,"Back"
"Bwambale","Namukisa","Subject -, Partner +",3,"Filler_PE4",5,"Front",NA,"Front","Back",NA,"Front"
"Bwambale","Namukisa","Subject -, Partner +",3,"Trial_1",5,"Back","Front","Back","Front","None","Back"
"Bwambale","Namukisa","Subject -, Partner +",3,"Trial_2",5,"Front","Back","Front","Back","None","Front"
"Bwambale","Namukisa","Subject -, Partner +",3,"Trial_3",5,"Back","Front","Back","Front","None","Back"
"Bwambale","Namukisa","Subject -, Partner +",3,"Trial_4",5,"Front","Back","Front","Back","None","Front"
"Bwambale","Namukisa","Subject -, Partner +",3,"Trial_5",5,"Back","Front","Back","Back","None","Back"
"Bwambale","Namukisa","Subject -, Partner +",3,"Trial_6",5,"Back","Front","Back","Front","None","Back"
"Bwambale","Namukisa","Subject -, Partner +",3,"Trial_7",5,"Front","Back","Front","Back","None","Front"
"Bwambale","Namukisa","Subject -, Partner +",3,"Trial_8",5,"Back","Front","Back","Front","None","Back"
"Bwambale","Namukisa","Subject -, Partner -",2,"Filler_PC1",5,"Back",NA,"Back",NA,NA,"Back"
"Bwambale","Namukisa","Subject -, Partner -",2,"Filler_PC2",5,"Back",NA,"Back",NA,NA,"Back"
"Bwambale","Namukisa","Subject -, Partner -",2,"Filler_PC3",5,"Back",NA,"Back",NA,NA,"Back"
"Bwambale","Namukisa","Subject -, Partner -",2,"Filler_PC4",5,"Front",NA,"Front",NA,NA,"Front"
"Bwambale","Namukisa","Subject -, Partner -",2,"Filler_PE1",5,"Front",NA,"Front","Front",NA,"Front"
"Bwambale","Namukisa","Subject -, Partner -",2,"Filler_PE2",5,"Back",NA,"Back","Back",NA,"Back"
"Bwambale","Namukisa","Subject -, Partner -",2,"Filler_PE3",5,"Front",NA,"Front","Back",NA,"Front"
"Bwambale","Namukisa","Subject -, Partner -",2,"Filler_PE4",5,"Back",NA,"Back","Back",NA,"Back"
"Bwambale","Namukisa","Subject -, Partner -",2,"Trial_1",5,"Front","Back","Front","Back","None","None"
"Bwambale","Namukisa","Subject -, Partner -",2,"Trial_2",5,"Front","Front","Back","Front","None","None"
"Bwambale","Namukisa","Subject -, Partner -",2,"Trial_3",5,NA,"Back","Front","Back","None","None"
"Bwambale","Namukisa","Subject -, Partner -",2,"Trial_4",5,NA,"Front","Back","Front","None","None"
"Bwambale","Namukisa","Subject -, Partner -",2,"Trial_5",5,"Front","Front","Back","Front","None","None"
"Bwambale","Namukisa","Subject -, Partner -",2,"Trial_6",5,NA,"Back","Front","Back","None","None"
"Bwambale","Namukisa","Subject -, Partner -",2,"Trial_7",5,"Front","Front","Back","Front","None","None"
"Bwambale","Namukisa","Subject -, Partner -",2,"Trial_8",5,NA,"Back","Front","Back","None","None"
"Ikuru","Namukisa","Subject +, Partner +",4,"Filler_PC1",16,"Back",NA,"Back",NA,NA,"Back"
"Ikuru","Namukisa","Subject +, Partner +",4,"Filler_PC2",16,"Back",NA,"Back",NA,NA,"Back"
"Ikuru","Namukisa","Subject +, Partner +",4,"Filler_PC3",16,"Back",NA,"Back",NA,NA,"Back"
"Ikuru","Namukisa","Subject +, Partner +",4,"Filler_PC4",16,"Back",NA,"Back",NA,NA,"Back"
"Ikuru","Namukisa","Subject +, Partner +",4,"Filler_PE1",16,"Front",NA,"Front","Back",NA,"Front"
"Ikuru","Namukisa","Subject +, Partner +",4,"Filler_PE2",16,"Back",NA,"Back","Back",NA,"Back"
"Ikuru","Namukisa","Subject +, Partner +",4,"Filler_PE3",16,"Front",NA,"Front","Back",NA,"Front"
"Ikuru","Namukisa","Subject +, Partner +",4,"Filler_PE4",16,"Back",NA,"Back","Back",NA,"Back"
"Ikuru","Namukisa","Subject +, Partner +",4,"Trial_1",16,"Back","Back","Front","Back","Back","Front"
"Ikuru","Namukisa","Subject +, Partner +",4,"Trial_2",16,"Back","Back","Front","Back","Back","Front"
"Ikuru","Namukisa","Subject +, Partner +",4,"Trial_3",16,"Front","Back","Front","Back","Front","Back"
"Ikuru","Namukisa","Subject +, Partner +",4,"Trial_4",16,"Front","Back","Front","Back","Front","Back"
"Ikuru","Namukisa","Subject +, Partner +",4,"Trial_5",16,"Back","Back","Front","Back","Back","Front"
"Ikuru","Namukisa","Subject +, Partner +",4,"Trial_6",16,"Front","Back","Front","Back","Front","Back"
"Ikuru","Namukisa","Subject +, Partner +",4,"Trial_7",16,"Front","Back","Front","Back","Front","Back"
"Ikuru","Namukisa","Subject +, Partner +",4,"Trial_8",16,"Front","Back","Front","Back","Front","Back"
"Ikuru","Namukisa","Subject +, Partner -",3,"Filler_PC1",16,"Front",NA,"Front",NA,NA,"Front"
"Ikuru","Namukisa","Subject +, Partner -",3,"Filler_PC2",16,"Back",NA,"Back",NA,NA,"Back"
"Ikuru","Namukisa","Subject +, Partner -",3,"Filler_PC3",16,"Front",NA,"Front",NA,NA,"Front"
"Ikuru","Namukisa","Subject +, Partner -",3,"Filler_PC4",16,"Back",NA,"Back",NA,NA,"Back"
"Ikuru","Namukisa","Subject +, Partner -",3,"Filler_PE1",16,"Front",NA,"Front","Back",NA,"Front"
"Ikuru","Namukisa","Subject +, Partner -",3,"Filler_PE2",16,"Front",NA,"Front","Back",NA,"Front"
"Ikuru","Namukisa","Subject +, Partner -",3,"Filler_PE3",16,"Back",NA,"Back","Back",NA,"Back"
"Ikuru","Namukisa","Subject +, Partner -",3,"Filler_PE4",16,"Front",NA,"Front","Back",NA,"Front"
"Ikuru","Namukisa","Subject +, Partner -",3,"Trial_1",16,"Front","Front","Back","Back","Front","None"
"Ikuru","Namukisa","Subject +, Partner -",3,"Trial_2",16,"Front","Back","Front","Back","Front","None"
"Ikuru","Namukisa","Subject +, Partner -",3,"Trial_3",16,"Back","Back","Front","Back","Back","None"
"Ikuru","Namukisa","Subject +, Partner -",3,"Trial_4",16,"Back","Back","Front","Back","Back","None"
"Ikuru","Namukisa","Subject +, Partner -",3,"Trial_5",16,"Front","Front","Back","Back","Front","None"
"Ikuru","Namukisa","Subject +, Partner -",3,"Trial_6",16,"Back","Back","Front","Back","Back","None"
"Ikuru","Namukisa","Subject +, Partner -",3,"Trial_7",16,"Front","Back","Front","Back","Front","None"
"Ikuru","Namukisa","Subject +, Partner -",3,"Trial_8",16,"Front","Back","Front","Back","Front","None"
"Ikuru","Namukisa","Subject -, Partner +",1,"Filler_PC1",16,"Back",NA,"Back",NA,NA,"Back"
"Ikuru","Namukisa","Subject -, Partner +",1,"Filler_PC2",16,"Back",NA,"Back",NA,NA,"Back"
"Ikuru","Namukisa","Subject -, Partner +",1,"Filler_PC3",16,"Front",NA,"Front",NA,NA,"Front"
"Ikuru","Namukisa","Subject -, Partner +",1,"Filler_PC4",16,"Back",NA,"Back",NA,NA,"Back"
"Ikuru","Namukisa","Subject -, Partner +",1,"Filler_PE1",16,"Back",NA,"Back","Back",NA,"Back"
"Ikuru","Namukisa","Subject -, Partner +",1,"Filler_PE2",16,"Front",NA,"Front","Back",NA,"Front"
"Ikuru","Namukisa","Subject -, Partner +",1,"Filler_PE3",16,"Back",NA,"Back","Back",NA,"Back"
"Ikuru","Namukisa","Subject -, Partner +",1,"Filler_PE4",16,"Front",NA,"Front","Back",NA,"Front"
"Ikuru","Namukisa","Subject -, Partner +",1,"Trial_1",16,"Front","Back","Front","Back","None","Front"
"Ikuru","Namukisa","Subject -, Partner +",1,"Trial_2",16,"Front","Back","Front","Back","None","Front"
"Ikuru","Namukisa","Subject -, Partner +",1,"Trial_3",16,"Front","Back","Front","Back","None","Front"
"Ikuru","Namukisa","Subject -, Partner +",1,"Trial_4",16,"Front","Back","Front","Back","None","Front"
"Ikuru","Namukisa","Subject -, Partner +",1,"Trial_5",16,"Front","Back","Front","Back","None","Front"
"Ikuru","Namukisa","Subject -, Partner +",1,"Trial_6",16,"Front","Back","Front","Back","None","Front"
"Ikuru","Namukisa","Subject -, Partner +",1,"Trial_7",16,"Back","Front","Back","Back","None","Back"
"Ikuru","Namukisa","Subject -, Partner +",1,"Trial_8",16,"Back","Front","Back","Back","None","Back"
"Ikuru","Namukisa","Subject -, Partner -",2,"Filler_PC1",16,"Back",NA,"Back",NA,NA,"Back"
"Ikuru","Namukisa","Subject -, Partner -",2,"Filler_PC2",16,"Front",NA,"Front",NA,NA,"Front"
"Ikuru","Namukisa","Subject -, Partner -",2,"Filler_PC3",16,"Back",NA,"Back",NA,NA,"Back"
"Ikuru","Namukisa","Subject -, Partner -",2,"Filler_PC4",16,"Front",NA,"Back",NA,NA,"Front"
"Ikuru","Namukisa","Subject -, Partner -",2,"Filler_PE1",16,"Front",NA,"Front","Back",NA,"Front"
"Ikuru","Namukisa","Subject -, Partner -",2,"Filler_PE2",16,"Back",NA,"Back","Back",NA,"Back"
"Ikuru","Namukisa","Subject -, Partner -",2,"Filler_PE3",16,"Front",NA,"Front","Back",NA,"Front"
"Ikuru","Namukisa","Subject -, Partner -",2,"Filler_PE4",16,"Back",NA,"Back","Back",NA,"Back"
"Ikuru","Namukisa","Subject -, Partner -",2,"Trial_1",16,"Front","Back","Front","Back","None","None"
"Ikuru","Namukisa","Subject -, Partner -",2,"Trial_2",16,NA,"Back","Front","Back","None","None"
"Ikuru","Namukisa","Subject -, Partner -",2,"Trial_3",16,NA,"Back","Front","Back","None","None"
"Ikuru","Namukisa","Subject -, Partner -",2,"Trial_4",16,"Front","Back","Front","Back","None","None"
"Ikuru","Namukisa","Subject -, Partner -",2,"Trial_5",16,"Front","Back","Front","Back","None","None"
"Ikuru","Namukisa","Subject -, Partner -",2,"Trial_6",16,"Front","Back","Front","Front","None","None"
"Ikuru","Namukisa","Subject -, Partner -",2,"Trial_7",16,NA,"Back","Front","Back","None","None"
"Ikuru","Namukisa","Subject -, Partner -",2,"Trial_8",16,NA,"Back","Front","Back","None","None"
"Indie","Rambo","Subject +, Partner +",1,"Filler_PC1",17,"Front",NA,"Front",NA,NA,"Front"
"Indie","Rambo","Subject +, Partner +",1,"Filler_PC2",17,"Back",NA,"Back",NA,NA,"Back"
"Indie","Rambo","Subject +, Partner +",1,"Filler_PC3",17,"Front",NA,"Back",NA,NA,"Front"
"Indie","Rambo","Subject +, Partner +",1,"Filler_PC4",17,"Back",NA,"Back",NA,NA,"Back"
"Indie","Rambo","Subject +, Partner +",1,"Filler_PE1",17,"Back",NA,"Back","Back",NA,"Back"
"Indie","Rambo","Subject +, Partner +",1,"Filler_PE2",17,"Back",NA,"Back","Back",NA,"Back"
"Indie","Rambo","Subject +, Partner +",1,"Filler_PE3",17,"Back",NA,"Back","Back",NA,"Back"
"Indie","Rambo","Subject +, Partner +",1,"Filler_PE4",17,"Back",NA,"Back","Back",NA,"Back"
"Indie","Rambo","Subject +, Partner +",1,"Trial_1",17,"Front","Front","Back","Front","Front","Back"
"Indie","Rambo","Subject +, Partner +",1,"Trial_2",17,"Front","Front","Back","Front","Front","Back"
"Indie","Rambo","Subject +, Partner +",1,"Trial_3",17,"Back","Back","Front","Back","Back","Front"
"Indie","Rambo","Subject +, Partner +",1,"Trial_4",17,"Back","Back","Front","Back","Back","Front"
"Indie","Rambo","Subject +, Partner +",1,"Trial_5",17,"Front","Front","Back","Front","Front","Back"
"Indie","Rambo","Subject +, Partner +",1,"Trial_6",17,"Back","Back","Front","Back","Back","Front"
"Indie","Rambo","Subject +, Partner +",1,"Trial_7",17,"Back","Back","Front","Back","Back","Front"
"Indie","Rambo","Subject +, Partner +",1,"Trial_8",17,"Front","Front","Back","Front","Front","Back"
"Indie","Rambo","Subject +, Partner -",2,"Filler_PC1",17,"Back",NA,"Front",NA,NA,"Back"
"Indie","Rambo","Subject +, Partner -",2,"Filler_PC2",17,"Front",NA,"Front",NA,NA,"Front"
"Indie","Rambo","Subject +, Partner -",2,"Filler_PC3",17,"Back",NA,"Back",NA,NA,"Back"
"Indie","Rambo","Subject +, Partner -",2,"Filler_PC4",17,"Front",NA,"Back",NA,NA,"Front"
"Indie","Rambo","Subject +, Partner -",2,"Filler_PE1",17,"Back",NA,"Back","Back",NA,"Back"
"Indie","Rambo","Subject +, Partner -",2,"Filler_PE2",17,"Front",NA,"Front","Front",NA,"Front"
"Indie","Rambo","Subject +, Partner -",2,"Filler_PE3",17,"Front",NA,"Front","Back",NA,"Front"
"Indie","Rambo","Subject +, Partner -",2,"Filler_PE4",17,"Back",NA,"Back","Back",NA,"Back"
"Indie","Rambo","Subject +, Partner -",2,"Trial_1",17,"Back","Back","Front","Back","Back","None"
"Indie","Rambo","Subject +, Partner -",2,"Trial_2",17,"Back","Back","Front","Back","Back","None"
"Indie","Rambo","Subject +, Partner -",2,"Trial_3",17,"Front","Front","Back","Front","Front","None"
"Indie","Rambo","Subject +, Partner -",2,"Trial_4",17,"Back","Back","Front","Back","Back","None"
"Indie","Rambo","Subject +, Partner -",2,"Trial_5",17,"Back","Back","Front","Back","Back","None"
"Indie","Rambo","Subject +, Partner -",2,"Trial_6",17,"Front","Front","Back","Front","Front","None"
"Indie","Rambo","Subject +, Partner -",2,"Trial_7",17,"Front","Front","Back","Front","Front","None"
"Indie","Rambo","Subject +, Partner -",2,"Trial_8",17,"Back","Back","Front","Back","Back","None"
"Indie","Rutoto","Subject -, Partner +",4,"Filler_PC1",17,"Back",NA,"Front",NA,NA,"Back"
"Indie","Rutoto","Subject -, Partner +",4,"Filler_PC2",17,"Back",NA,"Back",NA,NA,"Back"
"Indie","Rutoto","Subject -, Partner +",4,"Filler_PC3",17,"Back",NA,"Front",NA,NA,"Back"
"Indie","Rutoto","Subject -, Partner +",4,"Filler_PC4",17,"Front",NA,"Back",NA,NA,"Front"
"Indie","Rutoto","Subject -, Partner +",4,"Filler_PE1",17,"Back",NA,"Back","Back",NA,"Back"
"Indie","Rutoto","Subject -, Partner +",4,"Filler_PE2",17,"Front",NA,"Front","Back",NA,"Front"
"Indie","Rutoto","Subject -, Partner +",4,"Filler_PE3",17,"Back",NA,"Back","Front",NA,"Back"
"Indie","Rutoto","Subject -, Partner +",4,"Filler_PE4",17,"Back",NA,"Back","Front",NA,"Back"
"Indie","Rutoto","Subject -, Partner +",4,"Trial_1",17,"Back","Back","Front","Back","None","Back"
"Indie","Rutoto","Subject -, Partner +",4,"Trial_2",17,"Back","Back","Front","Back","None","Back"
"Indie","Rutoto","Subject -, Partner +",4,"Trial_3",17,"Front","Back","Front","Front","None","Front"
"Indie","Rutoto","Subject -, Partner +",4,"Trial_4",17,"Front","Back","Front","Front","None","Front"
"Indie","Rutoto","Subject -, Partner +",4,"Trial_5",17,"Back","Front","Back","Back","None","Back"
"Indie","Rutoto","Subject -, Partner +",4,"Trial_6",17,"Front","Back","Front","Front","None","Front"
"Indie","Rutoto","Subject -, Partner +",4,"Trial_7",17,"Front","Back","Front","Back","None","Front"
"Indie","Rutoto","Subject -, Partner +",4,"Trial_8",17,"Back","Back","Front","Back","None","Back"
"Indie","Rutoto","Subject -, Partner -",3,"Filler_PC1",17,"Front",NA,"Front",NA,NA,"Front"
"Indie","Rutoto","Subject -, Partner -",3,"Filler_PC2",17,"Back",NA,"Back",NA,NA,"Back"
"Indie","Rutoto","Subject -, Partner -",3,"Filler_PC3",17,"Back",NA,"Back",NA,NA,"Back"
"Indie","Rutoto","Subject -, Partner -",3,"Filler_PC4",17,"Back",NA,"Back",NA,NA,"Back"
"Indie","Rutoto","Subject -, Partner -",3,"Filler_PE1",17,"Back",NA,"Back","Back",NA,"Back"
"Indie","Rutoto","Subject -, Partner -",3,"Filler_PE2",17,"Front",NA,"Front","Back",NA,"Front"
"Indie","Rutoto","Subject -, Partner -",3,"Filler_PE3",17,"Back",NA,"Back","Back",NA,"Back"
"Indie","Rutoto","Subject -, Partner -",3,"Filler_PE4",17,"Back",NA,"Back","Back",NA,"Back"
"Indie","Rutoto","Subject -, Partner -",3,"Trial_1",17,"Front","Front","Back","Front","None","None"
"Indie","Rutoto","Subject -, Partner -",3,"Trial_2",17,NA,"Back","Front","Back","None","None"
"Indie","Rutoto","Subject -, Partner -",3,"Trial_3",17,NA,"Back","Front","Back","None","None"
"Indie","Rutoto","Subject -, Partner -",3,"Trial_4",17,"Front","Front","Back","Back","None","None"
"Indie","Rutoto","Subject -, Partner -",3,"Trial_5",17,"Front","Front","Back","Back","None","None"
"Indie","Rutoto","Subject -, Partner -",3,"Trial_6",17,NA,"Back","Front","Back","None","None"
"Indie","Rutoto","Subject -, Partner -",3,"Trial_7",17,"Front","Back","Front","Back","None","None"
"Indie","Rutoto","Subject -, Partner -",3,"Trial_8",17,NA,"Back","Front","Back","None","None"
"Kalema","Rambo","Subject +, Partner +",1,"Filler_PC1",19,"Back",NA,"Back",NA,NA,"Back"
"Kalema","Rambo","Subject +, Partner +",1,"Filler_PC2",19,"Back",NA,"Back",NA,NA,"Back"
"Kalema","Rambo","Subject +, Partner +",1,"Filler_PC3",19,"Front",NA,"Front",NA,NA,"Front"
"Kalema","Rambo","Subject +, Partner +",1,"Filler_PC4",19,"Back",NA,"Back",NA,NA,"Back"
"Kalema","Rambo","Subject +, Partner +",1,"Filler_PE1",19,"Back",NA,"Back","Front",NA,"Back"
"Kalema","Rambo","Subject +, Partner +",1,"Filler_PE2",19,"Back",NA,"Back","Front",NA,"Back"
"Kalema","Rambo","Subject +, Partner +",1,"Filler_PE3",19,"Back",NA,"Back","Back",NA,"Back"
"Kalema","Rambo","Subject +, Partner +",1,"Filler_PE4",19,"Back",NA,"Back","Back",NA,"Back"
"Kalema","Rambo","Subject +, Partner +",1,"Trial_1",19,"Front","Front","Back","Front","Front","Back"
"Kalema","Rambo","Subject +, Partner +",1,"Trial_2",19,"Front","Front","Back","Front","Front","Back"
"Kalema","Rambo","Subject +, Partner +",1,"Trial_3",19,"Back","Back","Front","Back","Back","Front"
"Kalema","Rambo","Subject +, Partner +",1,"Trial_4",19,"Back","Back","Front","Back","Back","Front"
"Kalema","Rambo","Subject +, Partner +",1,"Trial_5",19,"Front","Back","Front","Back","Front","Back"
"Kalema","Rambo","Subject +, Partner +",1,"Trial_6",19,"Back","Back","Front","Back","Back","Front"
"Kalema","Rambo","Subject +, Partner +",1,"Trial_7",19,"Back","Back","Front","Back","Back","Front"
"Kalema","Rambo","Subject +, Partner +",1,"Trial_8",19,"Front","Front","Back","Front","Front","Back"
"Kalema","Rambo","Subject +, Partner -",2,"Filler_PC1",19,"Back",NA,"Back",NA,NA,"Back"
"Kalema","Rambo","Subject +, Partner -",2,"Filler_PC2",19,"Front",NA,"Front",NA,NA,"Front"
"Kalema","Rambo","Subject +, Partner -",2,"Filler_PC3",19,"Back",NA,"Back",NA,NA,"Back"
"Kalema","Rambo","Subject +, Partner -",2,"Filler_PC4",19,"Front",NA,"Front",NA,NA,"Front"
"Kalema","Rambo","Subject +, Partner -",2,"Filler_PE1",19,"Front",NA,"Front","Back",NA,"Front"
"Kalema","Rambo","Subject +, Partner -",2,"Filler_PE2",19,"Front",NA,"Front","Back",NA,"Front"
"Kalema","Rambo","Subject +, Partner -",2,"Filler_PE3",19,"Front",NA,"Front","Back",NA,"Front"
"Kalema","Rambo","Subject +, Partner -",2,"Filler_PE4",19,"Back",NA,"Back","Back",NA,"Back"
"Kalema","Rambo","Subject +, Partner -",2,"Trial_1",19,"Back","Back","Front","Back","Back","None"
"Kalema","Rambo","Subject +, Partner -",2,"Trial_2",19,"Back","Back","Front","Back","Back","None"
"Kalema","Rambo","Subject +, Partner -",2,"Trial_3",19,"Front","Front","Back","Front","Front","None"
"Kalema","Rambo","Subject +, Partner -",2,"Trial_4",19,"Back","Front","Back","Front","Back","None"
"Kalema","Rambo","Subject +, Partner -",2,"Trial_5",19,"Back","Back","Front","Back","Back","None"
"Kalema","Rambo","Subject +, Partner -",2,"Trial_6",19,"Front","Back","Front","Back","Front","None"
"Kalema","Rambo","Subject +, Partner -",2,"Trial_7",19,"Front","Front","Back","Front","Front","None"
"Kalema","Rambo","Subject +, Partner -",2,"Trial_8",19,"Back","Back","Front","Back","Back","None"
"Kalema","Rambo","Subject -, Partner +",4,"Filler_PC1",19,"Back",NA,"Back",NA,NA,"Back"
"Kalema","Rambo","Subject -, Partner +",4,"Filler_PC2",19,"Back",NA,"Back",NA,NA,"Back"
"Kalema","Rambo","Subject -, Partner +",4,"Filler_PC3",19,"Front",NA,"Front",NA,NA,"Front"
"Kalema","Rambo","Subject -, Partner +",4,"Filler_PC4",19,"Front",NA,"Front",NA,NA,"Front"
"Kalema","Rambo","Subject -, Partner +",4,"Filler_PE1",19,"Front",NA,"Front","Back",NA,"Front"
"Kalema","Rambo","Subject -, Partner +",4,"Filler_PE2",19,"Back",NA,"Back","Back",NA,"Back"
"Kalema","Rambo","Subject -, Partner +",4,"Filler_PE3",19,"Front",NA,"Front","Back",NA,"Front"
"Kalema","Rambo","Subject -, Partner +",4,"Filler_PE4",19,"Back",NA,"Back","Front",NA,"Back"
"Kalema","Rambo","Subject -, Partner +",4,"Trial_1",19,"Front","Back","Front","Back","None","Front"
"Kalema","Rambo","Subject -, Partner +",4,"Trial_2",19,"Front","Back","Front","Back","None","Front"
"Kalema","Rambo","Subject -, Partner +",4,"Trial_3",19,"Front","Back","Front","Back","None","Front"
"Kalema","Rambo","Subject -, Partner +",4,"Trial_4",19,"Front","Back","Front","Back","None","Front"
"Kalema","Rambo","Subject -, Partner +",4,"Trial_5",19,"Front","Back","Front","Back","None","Front"
"Kalema","Rambo","Subject -, Partner +",4,"Trial_6",19,"Front","Back","Front","Back","None","Front"
"Kalema","Rambo","Subject -, Partner +",4,"Trial_7",19,"Front","Back","Front","Back","None","Front"
"Kalema","Rambo","Subject -, Partner +",4,"Trial_8",19,"Front","Back","Front","Back","None","Front"
"Kalema","Rambo","Subject -, Partner -",3,"Filler_PC1",19,"Front",NA,"Front",NA,NA,"Front"
"Kalema","Rambo","Subject -, Partner -",3,"Filler_PC2",19,"Back",NA,"Back",NA,NA,"Back"
"Kalema","Rambo","Subject -, Partner -",3,"Filler_PC3",19,"Back",NA,"Back",NA,NA,"Back"
"Kalema","Rambo","Subject -, Partner -",3,"Filler_PC4",19,"Back",NA,"Back",NA,NA,"Back"
"Kalema","Rambo","Subject -, Partner -",3,"Filler_PE1",19,"Back",NA,"Back","Back",NA,"Back"
"Kalema","Rambo","Subject -, Partner -",3,"Filler_PE2",19,"Front",NA,"Front","Back",NA,"Front"
"Kalema","Rambo","Subject -, Partner -",3,"Filler_PE3",19,"Back",NA,"Back","Back",NA,"Back"
"Kalema","Rambo","Subject -, Partner -",3,"Filler_PE4",19,"Back",NA,"Back","Back",NA,"Back"
"Kalema","Rambo","Subject -, Partner -",3,"Trial_1",19,"Front","Back","Front","Back","None","None"
"Kalema","Rambo","Subject -, Partner -",3,"Trial_2",19,NA,"Back","Front","Back","None","None"
"Kalema","Rambo","Subject -, Partner -",3,"Trial_3",19,"Front","Back","Front","Back","None","None"
"Kalema","Rambo","Subject -, Partner -",3,"Trial_4",19,NA,"Back","Front","Back","None","None"
"Kalema","Rambo","Subject -, Partner -",3,"Trial_5",19,"Front","Back","Front","Back","None","None"
"Kalema","Rambo","Subject -, Partner -",3,"Trial_6",19,NA,"Back","Front","Back","None","None"
"Kalema","Rambo","Subject -, Partner -",3,"Trial_7",19,"Front","Back","Front","Back","None","None"
"Kalema","Rambo","Subject -, Partner -",3,"Trial_8",19,NA,"Back","Front","Back","None","None"
"Kidogo","Namukisa","Subject +, Partner +",1,"Filler_PC1",14,"Front",NA,"Front",NA,NA,"Front"
"Kidogo","Namukisa","Subject +, Partner +",1,"Filler_PC2",14,"Back",NA,"Back",NA,NA,"Back"
"Kidogo","Namukisa","Subject +, Partner +",1,"Filler_PC3",14,"Front",NA,"Front",NA,NA,"Front"
